Order_ID,Purchase_Date,Customer_Age,Customer_Segment,Region,Product_Category,Product_Price,Discount_Percent,Promotion_Type,Purchase_Channel,Payment_Method,Shipping_Method,Delivery_Time_Days,Items_In_Order,Previous_Orders,Prior_Return_Count,Product_Rating,Size_Fit_Issue_Level,Product_Page_Views,Customer_Support_Contact,Return_Window_Days,Returned
ORD-10331,03/03/2026,47,Discount Shopper,British Columbia,Accessories,128.85,5,Free Shipping,Mobile App,PayPal,Express,3,2,5,2,3.6,Medium,6,No,60,No
ORD-10168,24/01/2026,23,VIP Customer,Atlantic Canada,Apparel,142.41,10,Bundle Offer,Mobile App,PayPal,Express,2,4,20,2,4,High,1,No,30,No
ORD-10075,11/05/2026,28,New Customer,British Columbia,Apparel,127.9,30,Percentage Discount,Mobile App,PayPal,Same-Day,0,1,1,1,5,High,12,No,45,Yes
ORD-10281,26/04/2026,62,Returning Customer,Ontario,Beauty,99.66,5,Free Shipping,Marketplace,Credit Card,Standard,5,1,4,1,3.4,Low,6,No,30,No
ORD-10189,09/03/2026,63,Returning Customer,Atlantic Canada,Apparel,23.9,25,Percentage Discount,Marketplace,Credit Card,Standard,6,3,1,0,3.3,Medium,7,No,60,Yes
ORD-10224,03/03/2026,51,Returning Customer,British Columbia,Accessories,79.19,0,Free Shipping,Mobile App,Debit Card,Express,3,1,9,0,4.7,Low,7,No,45,No
ORD-10096,25/03/2026,52,New Customer,Ontario,Apparel,139.87,5,Free Shipping,Website,Credit Card,Express,1,3,0,0,4,Medium,6,No,60,No
ORD-10246,20/04/2026,39,New Customer,Quebec,Beauty,81.03,40,Percentage Discount,Website,PayPal,Express,3,5,0,0,3.6,Medium,5,No,60,Yes
ORD-10208,16/04/2026,53,Returning Customer,Atlantic Canada,Home & Kitchen,190.89,0,Free Shipping,Website,Buy Now Pay Later,Standard,4,3,4,0,4.2,Low,3,No,45,No
ORD-10389,23/01/2026,64,Returning Customer,Alberta,Accessories,112.43,15,Percentage Discount,Marketplace,Credit Card,Standard,3,1,6,0,4.8,Low,9,Yes,14,No
ORD-10070,14/03/2026,53,New Customer,Prairies,Footwear,239.62,30,Percentage Discount,Social Commerce,Debit Card,Express,2,1,0,0,4.6,Low,6,Yes,30,No
ORD-10173,31/01/2026,27,VIP Customer,British Columbia,Beauty,257.81,0,Free Shipping,Marketplace,Credit Card,Standard,4,1,21,1,4.6,Low,10,Yes,14,No
ORD-10112,18/03/2026,56,VIP Customer,Quebec,Beauty,71.35,0,No Promotion,Mobile App,Debit Card,Standard,6,1,23,0,2.9,Low,9,No,14,No
ORD-10031,01/02/2026,47,Returning Customer,Prairies,Beauty,341.17,10,Bundle Offer,Mobile App,Debit Card,Express,2,2,0,0,4.3,Medium,7,No,14,No
ORD-10076,04/03/2026,29,Returning Customer,Prairies,Home & Kitchen,379.3,40,Percentage Discount,Website,Credit Card,Express,1,3,10,0,3.7,Low,2,Yes,60,Yes
ORD-10003,22/03/2026,18,Returning Customer,British Columbia,Electronics,134.98,0,No Promotion,Mobile App,PayPal,Standard,5,3,3,0,3.5,Medium,1,No,30,Yes
ORD-10103,14/04/2026,53,Returning Customer,Ontario,Electronics,325.56,20,Percentage Discount,Marketplace,Credit Card,Standard,4,1,7,0,3.2,Low,4,No,30,No
ORD-10351,08/05/2026,32,New Customer,Atlantic Canada,Footwear,94.32,20,Bundle Offer,Mobile App,PayPal,Express,1,6,1,0,2.8,Medium,3,Yes,14,No
ORD-10374,30/01/2026,35,VIP Customer,British Columbia,Footwear,65.88,15,Percentage Discount,Mobile App,PayPal,Express,2,1,24,1,4.1,High,4,Yes,45,Yes
ORD-10036,08/02/2026,25,Returning Customer,British Columbia,Home & Kitchen,147.35,15,Percentage Discount,Marketplace,Debit Card,Standard,5,6,6,1,4.6,Medium,6,No,60,No
ORD-10125,16/02/2026,45,Returning Customer,Atlantic Canada,Apparel,101.67,25,Percentage Discount,Website,Debit Card,Standard,5,1,13,0,3.3,High,4,No,60,Yes
ORD-10135,05/05/2026,30,VIP Customer,Atlantic Canada,Electronics,432.78,10,Percentage Discount,Marketplace,Credit Card,Standard,3,3,17,0,,Medium,9,Yes,14,No
ORD-10161,13/05/2026,53,Returning Customer,Alberta,Beauty,21.54,40,Percentage Discount,Website,Buy Now Pay Later,Same-Day,0,2,0,1,4.9,Medium,7,No,60,No
ORD-10367,09/05/2026,46,Discount Shopper,Quebec,Apparel,209.41,15,Percentage Discount,Mobile App,Credit Card,Standard,6,3,22,1,4.3,Medium,1,No,60,No
ORD-10293,02/05/2026,52,Discount Shopper,Atlantic Canada,Apparel,82.48,25,Percentage Discount,Mobile App,Debit Card,Standard,7,2,0,2,3.5,Low,6,Yes,14,No
ORD-10198,22/03/2026,49,Returning Customer,Prairies,Beauty,274.73,20,Percentage Discount,Social Commerce,Credit Card,Standard,4,3,6,0,3,Low,4,No,60,No
ORD-10390,03/02/2026,44,Returning Customer,Atlantic Canada,Home & Kitchen,328.32,0,No Promotion,Website,Credit Card,Standard,3,1,10,0,4.1,Low,6,Yes,60,No
ORD-10030,15/03/2026,26,Returning Customer,Alberta,Footwear,315.52,15,Percentage Discount,Marketplace,Credit Card,Standard,7,3,2,1,4.3,Low,1,No,14,Yes
ORD-10382,29/01/2026,33,Returning Customer,Alberta,Home & Kitchen,305.4,10,Free Shipping,Mobile App,Credit Card,Standard,5,2,4,0,4.4,Low,10,No,14,No
ORD-10051,29/01/2026,40,Returning Customer,British Columbia,Apparel,32.94,0,No Promotion,Mobile App,PayPal,Standard,6,1,0,0,3.3,Medium,3,No,60,Yes
ORD-10258,07/02/2026,31,Returning Customer,Prairies,Apparel,79.66,5,Bundle Offer,Website,Credit Card,Standard,6,2,3,2,3.3,Low,8,No,14,No
ORD-10399,10/05/2026,39,Returning Customer,Quebec,Footwear,175.33,20,Bundle Offer,Website,Debit Card,Same-Day,0,4,10,0,4.6,Medium,2,No,60,No
ORD-10243,08/05/2026,46,VIP Customer,British Columbia,Home & Kitchen,65.24,10,Free Shipping,Mobile App,Credit Card,Standard,4,6,12,0,4.3,Low,5,Yes,45,No
ORD-10042,08/04/2026,31,Discount Shopper,Alberta,Home & Kitchen,341.3,5,Free Shipping,Marketplace,Buy Now Pay Later,Standard,6,5,19,5,5,Low,7,No,14,Yes
ORD-10004,19/04/2026,18,New Customer,Quebec,Home & Kitchen,202.46,5,Free Shipping,Marketplace,PayPal,Standard,4,1,2,1,3.7,Low,5,No,30,No
ORD-10355,11/05/2026,36,Discount Shopper,Quebec,Home & Kitchen,139.68,0,No Promotion,Mobile App,Credit Card,Standard,5,2,12,3,3.8,Low,6,No,60,No
ORD-10097,23/01/2026,30,New Customer,Alberta,Apparel,150.67,15,Percentage Discount,Social Commerce,Credit Card,Standard,5,3,0,0,4.6,Low,8,No,14,Yes
ORD-10020,08/02/2026,41,VIP Customer,Quebec,Beauty,208.82,20,Percentage Discount,Mobile App,PayPal,Express,2,3,18,1,,Medium,5,Yes,14,Yes
ORD-10180,10/03/2026,39,Returning Customer,Quebec,Footwear,402.09,10,Free Shipping,Website,PayPal,Standard,6,2,13,0,3.5,Low,8,No,45,No
ORD-10109,14/04/2026,62,Discount Shopper,Alberta,Electronics,746.88,0,No Promotion,Social Commerce,Buy Now Pay Later,Express,2,1,7,2,2.8,Low,4,Yes,45,No
ORD-10027,06/03/2026,58,New Customer,Quebec,Home & Kitchen,277.65,25,Percentage Discount,Website,PayPal,Standard,6,2,1,0,3,Low,7,No,45,No
ORD-10021,20/05/2026,48,Returning Customer,Atlantic Canada,Apparel,195.24,25,Percentage Discount,Mobile App,Debit Card,Standard,3,4,0,0,3.8,High,7,Yes,45,No
ORD-10188,19/03/2026,54,Returning Customer,Quebec,Footwear,298.44,15,Percentage Discount,Marketplace,Buy Now Pay Later,Same-Day,1,2,0,1,2.9,Medium,3,No,60,Yes
ORD-10231,07/03/2026,36,New Customer,Atlantic Canada,Electronics,525.17,10,Free Shipping,Social Commerce,Credit Card,Express,3,1,2,0,2.7,Low,4,No,30,No
ORD-10282,12/01/2026,49,Returning Customer,Quebec,Accessories,67.52,0,No Promotion,Mobile App,Buy Now Pay Later,Standard,5,2,7,0,3.9,Low,2,No,30,No
ORD-10132,05/04/2026,28,New Customer,Ontario,Electronics,542.17,15,Percentage Discount,Mobile App,Credit Card,Standard,5,1,0,0,4.5,Low,6,No,60,No
ORD-10124,08/02/2026,55,New Customer,Prairies,Home & Kitchen,351.4,0,No Promotion,Marketplace,Debit Card,Standard,3,1,0,1,3.9,Low,5,No,60,No
ORD-10182,23/02/2026,37,Discount Shopper,Atlantic Canada,Footwear,107.28,0,No Promotion,Mobile App,Credit Card,Standard,6,2,18,4,3.7,Medium,5,No,30,Yes
ORD-10444,02/02/2026,18,Returning Customer,Ontario,Beauty,187.25,15,Percentage Discount,Mobile App,Credit Card,Express,3,2,1,0,4.4,Low,6,Yes,30,No
ORD-10226,19/03/2026,35,New Customer,Alberta,Accessories,30.84,10,Free Shipping,Website,Credit Card,Express,3,4,0,1,3,Low,3,No,60,No
ORD-10061,15/03/2026,51,Discount Shopper,Quebec,Electronics,796.46,20,Bundle Offer,Website,PayPal,Standard,3,1,3,1,5,Low,2,Yes,45,Yes
ORD-10428,23/01/2026,40,Returning Customer,Ontario,Home & Kitchen,169.81,0,No Promotion,Mobile App,PayPal,Standard,6,6,4,0,4.2,Low,9,No,45,No
ORD-10380,08/02/2026,34,Returning Customer,Prairies,Footwear,377.03,40,Percentage Discount,Website,Credit Card,Standard,6,1,10,0,5,High,2,No,45,Yes
ORD-10354,28/03/2026,40,New Customer,Quebec,Home & Kitchen,279.8,20,Percentage Discount,Website,Credit Card,Express,3,3,2,0,4.7,Low,6,No,14,No
ORD-10319,26/02/2026,32,Returning Customer,Quebec,Apparel,61.39,25,Percentage Discount,Marketplace,Buy Now Pay Later,Express,2,3,4,3,3.9,Medium,6,Yes,45,Yes
ORD-10252,27/04/2026,39,Returning Customer,Atlantic Canada,Beauty,,30,Percentage Discount,Website,PayPal,Express,2,2,6,1,2.3,Medium,5,No,30,Yes
ORD-10267,19/05/2026,45,Returning Customer,Ontario,Home & Kitchen,261.04,0,No Promotion,Website,Debit Card,Standard,6,1,8,0,4.9,Low,1,No,30,No
ORD-10144,05/01/2026,32,New Customer,Atlantic Canada,Electronics,667.95,0,Free Shipping,Mobile App,PayPal,Standard,3,1,1,1,3.8,Medium,1,No,30,No
ORD-10317,02/02/2026,44,Returning Customer,Alberta,Beauty,266.93,5,Free Shipping,Marketplace,Credit Card,Express,2,3,0,1,3.9,Low,4,Yes,14,No
ORD-10439,07/05/2026,41,Returning Customer,,Apparel,154.65,0,No Promotion,Website,Credit Card,Standard,7,2,8,0,4.5,High,2,Yes,45,Yes
ORD-10225,20/03/2026,42,Returning Customer,Prairies,Beauty,333.29,25,Percentage Discount,Social Commerce,Debit Card,Standard,7,2,2,3,4.7,Low,7,No,60,No
ORD-10069,15/04/2026,23,Discount Shopper,Ontario,Beauty,336.41,15,Percentage Discount,Mobile App,Buy Now Pay Later,Express,2,3,15,2,4.6,Medium,6,No,14,No
ORD-10002,08/04/2026,38,VIP Customer,,Apparel,173.78,30,Percentage Discount,Website,Debit Card,Standard,3,1,22,0,4.9,Medium,6,Yes,14,No
ORD-10105,19/04/2026,25,Returning Customer,Prairies,Beauty,137.57,30,Percentage Discount,Website,PayPal,Express,2,2,5,0,3.7,Low,6,No,30,No
ORD-10013,10/01/2026,37,New Customer,British Columbia,Apparel,153.93,5,Free Shipping,Website,Debit Card,Standard,7,1,1,0,3.1,Medium,10,No,60,Yes
ORD-10325,05/02/2026,20,Returning Customer,British Columbia,Apparel,214.73,5,Bundle Offer,Website,PayPal,Standard,5,1,7,0,4.6,Medium,6,No,45,No
ORD-10177,11/05/2026,22,New Customer,Alberta,Accessories,65.63,5,Bundle Offer,Website,Credit Card,Standard,6,3,2,0,5,High,5,No,60,Yes
ORD-10342,07/02/2026,35,Discount Shopper,Quebec,Apparel,75.09,15,Bundle Offer,Social Commerce,Credit Card,Standard,4,2,0,1,2.5,Medium,5,No,30,Yes
ORD-10010,11/05/2026,38,Returning Customer,Prairies,Apparel,137.6,40,Percentage Discount,Social Commerce,Buy Now Pay Later,Express,1,2,9,2,4.7,High,6,No,14,Yes
ORD-10039,19/04/2026,28,Returning Customer,Alberta,Home & Kitchen,114.81,30,Percentage Discount,Website,Debit Card,Standard,6,1,3,1,3.8,Low,3,No,45,No
ORD-10214,13/01/2026,23,New Customer,British Columbia,Electronics,548.15,0,No Promotion,Marketplace,Credit Card,Same-Day,1,2,0,1,3.6,Low,1,No,14,No
ORD-10256,07/04/2026,43,Returning Customer,Quebec,Apparel,228.46,25,Percentage Discount,Website,PayPal,Standard,4,1,13,0,4.3,High,7,No,14,Yes
ORD-10264,15/04/2026,36,Returning Customer,Atlantic Canada,Home & Kitchen,324.43,40,Percentage Discount,Marketplace,Credit Card,Standard,6,1,7,0,3,Low,6,Yes,45,Yes
ORD-10080,12/04/2026,60,Returning Customer,Quebec,Electronics,233.58,15,Bundle Offer,Mobile App,Credit Card,Standard,7,1,3,0,2.9,Medium,7,No,14,No
ORD-10371,18/02/2026,29,New Customer,,Home & Kitchen,239.81,0,No Promotion,Mobile App,Credit Card,Standard,4,4,1,0,4.3,Low,5,No,60,Yes
ORD-10065,19/04/2026,42,VIP Customer,British Columbia,Electronics,175.85,5,Free Shipping,Mobile App,Credit Card,Standard,4,2,17,2,3.8,Medium,2,No,60,Yes
ORD-10370,26/01/2026,34,New Customer,Quebec,Apparel,32.74,0,Free Shipping,Mobile App,Credit Card,Standard,4,1,1,0,3.6,Low,3,No,14,No
ORD-10197,15/05/2026,41,New Customer,Prairies,Apparel,34.63,20,Bundle Offer,Mobile App,Debit Card,Standard,3,4,0,0,3.5,High,8,No,30,Yes
ORD-10016,18/05/2026,43,Returning Customer,Ontario,Beauty,123.01,15,Bundle Offer,Social Commerce,Buy Now Pay Later,Standard,7,1,3,0,3.4,Low,7,No,14,Yes
ORD-10424,12/03/2026,40,Discount Shopper,Atlantic Canada,Home & Kitchen,363.44,30,Percentage Discount,Marketplace,PayPal,Express,2,1,8,2,3.5,Low,5,Yes,30,No
ORD-10360,14/02/2026,31,VIP Customer,British Columbia,Electronics,502.24,0,No Promotion,Mobile App,Credit Card,Same-Day,0,1,18,0,4.4,Low,7,No,14,No
ORD-10280,04/01/2026,63,Returning Customer,Atlantic Canada,Apparel,152.34,5,Bundle Offer,Website,Credit Card,Express,1,6,3,1,5,Medium,9,No,60,No
ORD-10297,08/02/2026,39,New Customer,Ontario,Apparel,192.39,0,Free Shipping,Mobile App,Credit Card,Standard,5,4,0,0,4.5,High,6,No,30,No
ORD-10350,18/02/2026,48,Returning Customer,Alberta,Accessories,140.79,10,Free Shipping,Mobile App,Credit Card,Same-Day,1,3,1,0,4.2,Low,3,No,60,Yes
ORD-10433,18/05/2026,36,New Customer,Alberta,Accessories,124.85,40,Percentage Discount,Marketplace,PayPal,Standard,4,1,1,0,3.9,Low,7,No,45,No
ORD-10122,25/03/2026,32,New Customer,Quebec,Electronics,321.81,10,Percentage Discount,Website,Credit Card,Express,1,2,1,1,4.2,Medium,2,No,30,No
ORD-10430,13/05/2026,58,Returning Customer,British Columbia,Home & Kitchen,218.48,0,Free Shipping,Website,Credit Card,Standard,6,2,5,2,5,High,7,No,45,No
ORD-10378,12/01/2026,53,VIP Customer,Ontario,Apparel,169.15,15,Percentage Discount,Website,Buy Now Pay Later,Same-Day,0,1,25,0,4.1,High,5,No,60,Yes
ORD-10292,03/01/2026,33,New Customer,Prairies,Footwear,327.43,15,Percentage Discount,Mobile App,PayPal,Express,3,2,0,1,4.9,Medium,6,Yes,60,Yes
ORD-10037,23/03/2026,27,New Customer,Alberta,Home & Kitchen,384,5,Bundle Offer,Mobile App,Credit Card,Express,2,3,0,0,3.3,Medium,1,Yes,60,No
ORD-10327,14/04/2026,46,Returning Customer,Prairies,Beauty,194.35,,No Promotion,Marketplace,Credit Card,Standard,3,4,11,1,4.5,Low,1,No,60,No
ORD-10318,07/02/2026,22,New Customer,Quebec,Beauty,35.72,15,Percentage Discount,Mobile App,Credit Card,Express,2,1,1,0,3.6,High,3,No,45,No
ORD-10437,17/05/2026,36,Returning Customer,Ontario,Apparel,207.78,5,Free Shipping,Mobile App,Debit Card,Standard,6,4,9,0,3.4,High,1,Yes,14,Yes
ORD-10363,14/04/2026,37,Discount Shopper,Ontario,Electronics,264.83,10,Percentage Discount,Social Commerce,PayPal,Standard,7,1,17,4,3.2,High,5,Yes,30,Yes
ORD-10289,19/04/2026,43,Returning Customer,Prairies,Beauty,134.86,25,Percentage Discount,Mobile App,Debit Card,Same-Day,0,1,9,0,3.9,Low,5,No,60,No
ORD-10222,25/04/2026,28,New Customer,Quebec,Apparel,189.23,30,Percentage Discount,Website,Debit Card,Express,2,1,0,1,5,High,7,No,60,Yes
ORD-10054,07/05/2026,38,Returning Customer,British Columbia,Electronics,488.57,15,Percentage Discount,Mobile App,Credit Card,Standard,3,4,5,0,4.9,Low,5,No,30,Yes
ORD-10087,12/01/2026,32,Returning Customer,Quebec,Accessories,118.75,10,Percentage Discount,Mobile App,Credit Card,Standard,4,1,11,0,3.2,Low,8,No,14,Yes
ORD-10304,25/03/2026,37,Returning Customer,Quebec,Apparel,36.05,5,Bundle Offer,Website,Credit Card,Express,3,2,7,0,3.6,High,1,No,30,No
ORD-10043,04/02/2026,46,Discount Shopper,Atlantic Canada,Footwear,263.25,0,No Promotion,Website,Credit Card,Standard,4,3,3,1,4.5,Medium,4,No,14,No
ORD-10074,31/01/2026,43,New Customer,Alberta,Electronics,283.64,5,Free Shipping,Mobile App,Credit Card,Express,2,3,1,0,4.1,Low,5,Yes,60,No
ORD-10358,22/05/2026,35,New Customer,Ontario,Accessories,127.42,0,No Promotion,Social Commerce,Buy Now Pay Later,Express,1,3,1,0,4.3,Medium,5,No,30,Yes
ORD-10300,19/04/2026,23,VIP Customer,Ontario,Footwear,371.71,30,Percentage Discount,Mobile App,Debit Card,Standard,4,6,23,1,5,Medium,5,No,14,No
ORD-10271,28/03/2026,29,Returning Customer,Prairies,Apparel,125.37,10,Percentage Discount,Mobile App,Credit Card,Standard,7,4,4,0,3.9,High,1,No,60,No
ORD-10245,09/01/2026,32,New Customer,Quebec,Apparel,119.97,25,Percentage Discount,Website,Credit Card,Standard,5,1,2,1,3.6,Medium,5,No,30,No
ORD-10190,17/05/2026,54,Returning Customer,Prairies,Apparel,176.53,20,Percentage Discount,Mobile App,PayPal,Express,1,2,10,0,3.9,Low,9,No,60,Yes
ORD-10429,23/04/2026,25,Returning Customer,Ontario,Home & Kitchen,46.93,0,Free Shipping,Mobile App,Credit Card,Standard,4,3,12,3,3.7,Low,1,Yes,60,No
ORD-10449,19/01/2026,66,New Customer,Alberta,Footwear,216.29,5,Bundle Offer,Website,Buy Now Pay Later,Express,2,4,0,0,4.3,Medium,7,No,45,No
ORD-10329,18/05/2026,46,New Customer,Alberta,Apparel,211.56,5,Free Shipping,Mobile App,Credit Card,Standard,7,1,0,1,4.6,Medium,10,No,14,Yes
ORD-10443,15/04/2026,25,New Customer,British Columbia,Electronics,422.66,25,Percentage Discount,Mobile App,Credit Card,Same-Day,1,2,1,0,3.9,Low,9,Yes,60,No
ORD-10115,19/04/2026,30,Discount Shopper,Atlantic Canada,Home & Kitchen,207.35,0,No Promotion,Social Commerce,Credit Card,Same-Day,1,6,6,2,4.4,High,3,No,14,No
ORD-10232,30/03/2026,47,New Customer,Alberta,Apparel,59.61,0,No Promotion,Website,Credit Card,Express,3,2,0,0,4.2,Low,1,No,60,No
ORD-10056,23/04/2026,56,Discount Shopper,Alberta,Apparel,211.08,30,Percentage Discount,Marketplace,Debit Card,Express,3,3,5,1,4.7,High,8,No,45,No
ORD-10191,08/04/2026,46,Discount Shopper,Ontario,Apparel,86.81,25,Percentage Discount,Website,Credit Card,Standard,3,6,13,1,4.3,High,8,No,45,No
ORD-10202,03/02/2026,35,Returning Customer,Alberta,Apparel,141.65,0,Free Shipping,Website,Buy Now Pay Later,Standard,3,1,6,2,3.8,Medium,4,No,60,No
ORD-10255,06/04/2026,42,New Customer,Quebec,Beauty,129.73,10,Percentage Discount,Website,Debit Card,Standard,5,1,1,1,2.5,Medium,3,Yes,14,No
ORD-10009,08/04/2026,43,VIP Customer,Atlantic Canada,Apparel,79.94,0,No Promotion,Marketplace,Debit Card,Standard,3,1,19,2,3.4,Low,2,No,30,Yes
ORD-10196,07/03/2026,57,Returning Customer,Alberta,Apparel,130.83,10,Percentage Discount,Marketplace,PayPal,Standard,3,1,11,0,4.1,Medium,5,No,60,No
ORD-10126,02/04/2026,43,Returning Customer,Alberta,Apparel,42.83,40,Percentage Discount,Website,Debit Card,Express,2,1,0,0,3.8,Medium,8,No,60,No
ORD-10403,13/04/2026,37,New Customer,British Columbia,Apparel,90.13,0,No Promotion,Website,Credit Card,Standard,3,1,1,0,3.8,Medium,1,Yes,45,No
ORD-10274,15/04/2026,30,New Customer,Alberta,Apparel,64.01,20,Percentage Discount,Marketplace,Credit Card,Standard,3,1,2,0,4.2,Medium,4,Yes,14,No
ORD-10146,09/02/2026,39,New Customer,Atlantic Canada,Apparel,157.31,0,No Promotion,Social Commerce,Credit Card,Standard,3,1,2,0,3.8,Medium,2,No,14,No
ORD-10412,11/05/2026,37,Returning Customer,Alberta,Home & Kitchen,377.43,0,No Promotion,Social Commerce,Buy Now Pay Later,Express,2,1,3,3,4.2,Medium,7,No,14,No
ORD-10143,15/02/2026,48,New Customer,Atlantic Canada,Home & Kitchen,366.73,25,Percentage Discount,Website,Credit Card,Express,2,2,1,0,4.4,Low,6,No,60,No
ORD-10209,06/04/2026,44,VIP Customer,Quebec,Electronics,551.23,5,Free Shipping,Marketplace,PayPal,Express,1,2,15,0,3.7,Low,1,No,14,No
ORD-10375,30/05/2026,37,Returning Customer,Prairies,Apparel,83.34,0,No Promotion,Mobile App,Buy Now Pay Later,Standard,5,6,11,1,3.9,Low,9,Yes,30,No
ORD-10048,24/01/2026,40,Returning Customer,Prairies,Electronics,427.7,0,No Promotion,Mobile App,PayPal,Express,1,1,0,0,4.6,Low,4,No,60,No
ORD-10220,03/02/2026,54,Discount Shopper,Atlantic Canada,Apparel,211.98,25,Percentage Discount,Mobile App,Credit Card,Express,2,2,14,3,2.7,High,8,Yes,45,No
ORD-10448,02/02/2026,53,New Customer,Atlantic Canada,Home & Kitchen,74.68,0,No Promotion,Website,PayPal,Same-Day,0,1,2,0,3.8,Low,3,No,14,No
ORD-10193,16/01/2026,59,Discount Shopper,Prairies,Apparel,104.33,0,No Promotion,Marketplace,Credit Card,Standard,3,1,9,5,3.8,Low,8,Yes,30,No
ORD-10242,10/01/2026,42,New Customer,Prairies,Apparel,25.25,5,Free Shipping,Mobile App,Debit Card,Standard,4,1,2,0,4.3,Medium,6,No,30,Yes
ORD-10136,26/01/2026,19,Returning Customer,Prairies,Home & Kitchen,33.59,20,Percentage Discount,Website,PayPal,Standard,3,3,14,1,4.2,Low,2,No,45,No
ORD-10052,24/05/2026,42,Returning Customer,Alberta,Electronics,237.41,0,No Promotion,Mobile App,Buy Now Pay Later,Express,2,5,9,0,3.3,Low,5,No,14,Yes
ORD-10104,10/04/2026,36,New Customer,Quebec,Beauty,104.35,5,Free Shipping,Mobile App,Debit Card,Standard,4,3,0,0,3.5,Low,3,Yes,60,No
ORD-10235,20/04/2026,36,VIP Customer,Ontario,Electronics,723.3,30,Percentage Discount,Website,Buy Now Pay Later,Standard,4,3,20,1,3.7,Low,4,No,45,No
ORD-10141,18/03/2026,35,Returning Customer,Atlantic Canada,Apparel,125.45,15,Bundle Offer,Website,Credit Card,Standard,5,1,10,0,4.3,High,2,Yes,30,Yes
ORD-10324,08/04/2026,21,Returning Customer,British Columbia,Footwear,52.07,,Percentage Discount,Website,Credit Card,Express,3,1,3,1,3.3,Medium,6,Yes,45,Yes
ORD-10012,22/05/2026,27,Discount Shopper,British Columbia,Home & Kitchen,158.3,0,No Promotion,Social Commerce,Credit Card,Standard,7,1,8,4,4.3,Medium,4,No,45,No
ORD-10263,24/02/2026,31,Returning Customer,Ontario,Footwear,87.05,10,Free Shipping,Mobile App,Debit Card,Standard,7,1,0,0,2.5,Medium,6,No,30,Yes
ORD-10389,23/01/2026,64,Returning Customer,Alberta,Accessories,112.43,15,Percentage Discount,Marketplace,Credit Card,Standard,3,1,6,0,4.8,Low,9,Yes,14,No
ORD-10413,12/03/2026,44,Returning Customer,Alberta,Electronics,216.02,20,Percentage Discount,Mobile App,Credit Card,Standard,3,2,1,1,5,Low,9,No,30,No
ORD-10160,24/02/2026,44,Returning Customer,Atlantic Canada,Apparel,150.05,15,Bundle Offer,Social Commerce,Credit Card,Standard,4,2,2,0,4.1,Medium,3,No,14,No
ORD-10100,18/01/2026,22,New Customer,Prairies,Home & Kitchen,249.5,0,Free Shipping,Mobile App,Debit Card,Standard,7,1,1,0,4.7,Medium,4,No,14,No
ORD-10391,27/02/2026,28,Returning Customer,Alberta,Home & Kitchen,123.66,0,No Promotion,Mobile App,Debit Card,Standard,7,4,4,0,4.2,Low,6,No,14,No
ORD-10302,10/05/2026,36,New Customer,Alberta,Home & Kitchen,209.45,0,No Promotion,Mobile App,Buy Now Pay Later,Standard,6,2,2,1,3.4,Medium,1,No,60,Yes
ORD-10049,23/05/2026,67,New Customer,Atlantic Canada,Footwear,402.56,10,Free Shipping,Website,Credit Card,Express,2,1,1,0,3.6,Medium,4,No,14,Yes
ORD-10078,20/05/2026,18,Returning Customer,Prairies,Electronics,309.84,5,Free Shipping,Marketplace,Credit Card,Express,2,3,9,0,3,Low,9,No,45,No
ORD-10278,27/04/2026,30,Returning Customer,Ontario,Accessories,126.92,25,Percentage Discount,Marketplace,Credit Card,Express,1,2,0,2,3.4,Low,4,Yes,45,No
ORD-10008,26/01/2026,39,Returning Customer,British Columbia,Apparel,49.52,0,No Promotion,Website,Credit Card,Standard,4,5,16,0,3.7,Low,2,No,14,No
ORD-10333,17/05/2026,49,VIP Customer,Ontario,Electronics,435.24,0,No Promotion,Marketplace,PayPal,Standard,6,1,17,0,4.2,Low,3,No,45,No
ORD-10213,25/04/2026,18,Returning Customer,Prairies,Apparel,219.55,5,Free Shipping,Mobile App,PayPal,Standard,4,2,11,1,4.4,Medium,9,No,30,No
ORD-10259,06/02/2026,41,Discount Shopper,Alberta,Electronics,571.99,0,No Promotion,Website,PayPal,Standard,5,1,7,1,4.9,Low,4,No,45,No
ORD-10038,16/05/2026,72,Discount Shopper,Quebec,Beauty,318.2,25,Percentage Discount,Mobile App,PayPal,Standard,5,6,0,1,3,Low,5,No,14,Yes
ORD-10040,26/02/2026,23,Returning Customer,Ontario,Beauty,417.06,15,Bundle Offer,Website,Credit Card,Same-Day,0,1,4,1,3.4,Medium,9,No,60,No
ORD-10044,02/04/2026,45,Returning Customer,Atlantic Canada,Electronics,456.8,25,Percentage Discount,Social Commerce,PayPal,Express,3,5,13,0,5,Medium,8,No,30,No
ORD-10139,28/04/2026,42,New Customer,Prairies,Electronics,745.77,5,Bundle Offer,Mobile App,Credit Card,Same-Day,0,2,0,0,3.3,Medium,4,Yes,45,No
ORD-10068,10/02/2026,23,Returning Customer,Alberta,Home & Kitchen,419.45,0,No Promotion,Mobile App,Credit Card,Standard,3,1,2,1,4.2,Low,4,No,45,No
ORD-10206,19/03/2026,23,Discount Shopper,Prairies,Apparel,202.29,30,Percentage Discount,Mobile App,Credit Card,Standard,7,1,12,4,3.7,Low,7,No,45,Yes
ORD-10194,06/05/2026,47,Returning Customer,Quebec,Apparel,156.09,0,No Promotion,Mobile App,Credit Card,Express,3,2,15,0,4,High,5,No,30,No
