claim_id,age,age_group,gender,region,policy_type,customer_segment,vehicle_age_years,driving_experience_years,annual_premium,coverage_amount,previous_claims,claim_amount,accident_severity,police_report_filed,customer_tenure_years,payment_history_score,claim_processing_days,claim_approved
C0248,65,51+,Female,North,Standard,New,8,42,3234.01,52709,0,27957.37,High,No,2,88,8,1
C0249,63,51+,Female,South,Standard,Loyal,6,41,1133.42,32368,2,10348.51,Medium,Yes,12,51,24,0
C0250,51,51+,Male,East,Standard,New,0,27,3411.95,40722,0,2980.67,Low,No,0,97,17,0
C0251,22,18-25,Male,East,Premium,New,12,0,2366.45,50230,0,5427.79,Low,No,1,64,30,0
C0252,38,36-50,Male,East,Premium,Regular,1,20,1841.16,60552,3,3947.46,Medium,Yes,5,64,44,1
C0253,72,51+,Female,East,Basic,New,11,49,1673.33,14694,0,11252.06,High,No,2,72,13,0
C0254,58,51+,Male,East,Basic,Regular,4,39,3105.84,15753,1,1730.36,High,Yes,4,60,25,1
C0255,43,36-50,Female,West,Standard,Loyal,16,22,2509.86,37012,0,17165.87,High,No,13,48,23,0
C0256,67,51+,Male,South,Standard,Loyal,2,49,2376.22,26017,0,12305.62,High,Yes,8,59,42,1
C0257,65,51+,Male,West,Basic,Loyal,4,40,3484.9,11272,0,,Medium,Yes,12,47,26,1
C0258,48,36-50,Male,East,Premium,Loyal,5,23,1751.5,56775,0,24005.6,Medium,Yes,12,85,38,1
C0259,45,36-50,Male,North,Basic,Regular,12,20,1482.43,21068,0,7153.05,High,Yes,4,75,21,1
C0260,38,36-50,Female,South,Standard,Regular,6,19,3518.78,48590,4,7354.64,Low,No,3,46,38,0
C0261,63,51+,Female,South,Standard,Regular,2,41,2900.41,35670,2,3280.45,Low,No,3,82,41,1
C0262,43,36-50,Female,East,Premium,New,12,20,3415.22,59690,0,7109.77,Low,No,0,50,15,0
C0263,36,36-50,Male,West,Premium,New,18,12,1405.39,50485,3,9859.81,High,Yes,2,66,34,0
C0264,50,36-50,Female,South,Standard,New,7,23,1612.03,34099,0,3918.31,Low,No,1,57,3,1
C0265,49,36-50,Male,North,Standard,Loyal,18,21,1044.68,50788,0,6297.64,Low,Yes,7,82,40,0
C0266,20,18-25,Female,West,Premium,Regular,8,0,1147.26,76500,3,7979.05,Low,No,2,85,6,1
C0267,60,51+,Female,South,Basic,New,17,39,3349.51,20741,0,1974.26,Low,Yes,0,99,19,0
C0268,67,51+,Male,South,Standard,Regular,5,47,3299.64,51093,3,8065.02,Medium,Yes,5,100,38,1
C0269,55,51+,Female,South,Standard,Regular,15,29,2394.31,53199,0,16515.58,Medium,No,4,71,5,0
C0270,55,51+,Male,West,Standard,Loyal,16,32,2528.71,33166,1,2642.14,Low,Yes,13,96,45,1
C0271,42,36-50,Female,West,Standard,Loyal,1,17,3208.1,30889,0,1626.73,Low,No,9,67,38,1
C0272,26,26-35,Female,North,Basic,New,18,4,1715.02,19880,1,7089.98,Medium,No,2,73,30,0
C0273,71,51+,Male,South,Premium,Loyal,6,43,2218.13,54839,0,24053.4,Medium,Yes,9,81,20,1
C0274,71,51+,Male,North,Standard,Regular,4,48,1470.04,52430,0,27146.99,High,Yes,6,90,17,1
C0275,19,18-25,Male,North,Basic,Loyal,14,0,2213.85,19657,0,2365.89,Low,No,11,60,39,0
C0276,53,51+,Female,North,Basic,Loyal,11,28,1453.71,26598,3,1475.88,Low,Yes,10,59,38,1
C0277,46,36-50,Female,South,Standard,Regular,5,24,2483.93,44453,0,31611.15,High,Yes,6,83,9,0
C0278,64,51+,Male,East,Standard,Loyal,6,41,2996.14,25761,1,2059.0,Medium,Yes,12,63,16,1
C0279,27,26-35,Male,East,Basic,Loyal,17,1,3361.81,12675,2,1822.95,Low,Yes,13,85,36,1
C0280,65,51+,Male,North,Premium,Regular,16,47,3698.75,88458,0,18155.66,Medium,Yes,2,54,3,1
C0281,42,36-50,Female,South,Standard,New,7,19,1196.92,41539,1,2877.02,Medium,Yes,2,79,7,1
C0282,54,51+,Male,East,Basic,Regular,3,32,1614.59,14520,2,1919.69,Low,Yes,4,78,28,0
C0283,26,26-35,Female,North,Standard,Loyal,3,0,2761.49,53465,0,13623.99,Medium,Yes,9,53,42,1
C0284,42,36-50,Male,South,Standard,Regular,10,21,3178.36,32419,0,4571.18,Low,No,3,100,31,0
C0285,50,36-50,Male,South,Basic,Loyal,12,32,1418.12,16659,1,,Medium,No,8,66,11,1
C0286,34,26-35,Female,East,Standard,Regular,7,7,3534.02,33304,4,7741.36,Medium,Yes,4,84,29,1
C0287,61,51+,Male,South,Premium,Regular,0,35,3496.04,77343,0,9009.34,Low,No,6,66,7,1
C0288,67,51+,Male,South,Standard,Loyal,16,41,1135.25,36916,0,27415.71,High,No,7,45,6,0
C0289,48,36-50,Female,South,Basic,Loyal,2,22,1673.58,27829,2,5457.56,Medium,No,10,58,43,0
C0290,25,18-25,Male,East,Standard,New,18,5,2956.61,57159,0,6888.88,Low,No,2,87,32,1
C0291,27,26-35,Male,North,Standard,Loyal,15,2,1485.29,54824,2,3104.42,High,Yes,6,55,2,0
C0292,47,36-50,Male,East,Premium,Loyal,1,19,3697.22,72521,0,25629.79,High,No,10,70,8,1
C0293,50,36-50,Male,East,Basic,Regular,17,23,3720.79,10710,1,848.88,Low,Yes,4,95,17,1
C0294,58,51+,Female,North,Premium,Loyal,16,40,2237.47,83599,0,5923.53,Low,No,14,100,12,1
C0295,22,18-25,Female,South,Premium,New,10,1,1850.79,60352,2,24636.52,Medium,No,0,81,18,1
C0296,38,36-50,Male,West,Basic,Loyal,12,12,2224.82,18862,0,1628.66,Low,No,11,73,3,1
C0297,44,36-50,Female,East,Basic,Regular,13,24,2449.04,13616,1,1681.03,Low,Yes,3,90,19,1
C0298,48,36-50,Male,North,Standard,New,16,30,2906.63,54921,3,15316.22,High,Yes,2,95,45,0
C0299,66,51+,Male,North,Standard,Loyal,10,44,3679.39,31971,0,5521.77,Low,Yes,6,65,29,1
C0300,33,26-35,Male,West,Basic,Loyal,11,14,3149.79,17989,0,2034.96,Medium,Yes,6,50,22,1
C0301,52,51+,Male,South,Standard,Loyal,16,34,3279.51,33676,0,,Low,Yes,8,73,21,1
C0302,19,18-25,Female,North,Basic,Regular,11,0,2445.54,10097,2,4731.98,High,Yes,5,97,9,0
C0303,29,26-35,Male,South,Premium,Regular,13,3,3436.6,89445,1,17887.74,Medium,No,5,47,29,1
C0304,29,26-35,Male,West,Standard,Regular,18,10,3149.72,52453,4,15636.24,High,No,6,91,38,0
C0305,72,51+,Male,South,Standard,Regular,14,46,925.06,31636,1,16415.95,High,Yes,6,98,24,1
C0306,19,18-25,Male,South,Premium,Regular,10,0,3434.28,91902,0,37832.86,Medium,Yes,5,94,23,1
C0307,68,51+,Male,West,Basic,Regular,14,44,977.55,18407,0,,High,Yes,6,91,16,1
C0308,38,36-50,Female,South,Standard,Regular,5,18,3668.62,40211,2,4399.67,High,Yes,3,91,2,1
C0309,70,51+,Male,West,Standard,Regular,7,47,1299.23,53772,0,10044.62,Medium,Yes,6,52,30,1
C0310,21,18-25,Male,West,Standard,Regular,11,0,2890.16,31102,1,13607.28,Medium,Yes,5,74,18,0
C0311,55,51+,Female,South,Basic,Loyal,7,34,3206.05,19671,2,2126.12,Medium,No,9,92,38,1
C0312,47,36-50,Male,South,Standard,Regular,8,25,3237.88,37235,0,15171.16,Medium,Yes,3,99,44,1
C0313,65,51+,Male,East,Standard,Regular,11,40,2423.96,25767,0,4003.01,Medium,No,6,85,33,1
C0314,64,51+,Male,South,Basic,Regular,2,45,1668.44,18518,2,3124.19,Low,Yes,3,100,30,0
C0315,60,51+,Male,East,Premium,Regular,7,42,2011.81,91224,0,5440.08,Medium,Yes,5,68,34,1
C0316,70,51+,Male,West,Standard,New,0,52,3241.88,49771,0,4425.05,Low,No,1,83,7,1
C0317,50,36-50,Male,South,Basic,New,14,27,871.63,26446,3,4486.4,Low,No,1,79,23,0
C0318,47,36-50,Female,West,Basic,Loyal,2,21,2387.15,19632,0,2527.31,Low,No,11,74,45,1
C0319,48,36-50,Female,South,Basic,Regular,6,23,1255.76,22256,0,5513.9,High,No,6,73,5,0
C0320,25,18-25,Male,North,Basic,New,8,0,2120.28,11827,0,1074.79,Low,Yes,0,49,41,1
C0321,36,36-50,Female,East,Basic,Loyal,15,17,2065.13,19942,1,2086.88,Medium,No,11,87,18,1
C0322,46,36-50,Female,North,Basic,New,5,25,1726.89,11319,0,2899.16,Medium,No,1,54,34,0
C0323,68,51+,Female,West,Basic,Regular,14,46,1318.18,27294,2,4460.53,Low,Yes,5,94,12,1
C0324,40,36-50,Female,East,Premium,Regular,5,16,2991.24,73277,3,42768.84,High,Yes,6,88,30,1
C0325,51,51+,Male,East,Standard,New,15,23,3656.3,54560,1,34698.2,High,Yes,0,62,41,0
C0326,69,51+,Female,South,Basic,Loyal,10,44,2362.15,11089,1,1457.17,Low,Yes,8,94,6,1
C0327,26,26-35,Male,West,Standard,Regular,17,3,2056.67,29670,0,4598.73,Low,Yes,6,58,22,1
C0328,48,36-50,Female,East,Standard,New,10,26,1714.58,55647,1,13618.39,Medium,No,2,84,28,1
C0329,69,51+,Male,East,Basic,New,8,41,1994.34,12931,2,1789.64,Low,No,2,60,29,0
C0330,40,36-50,Male,East,Premium,New,10,16,944.51,53678,1,7124.56,Medium,Yes,1,,15,1
C0331,32,26-35,Male,South,Basic,Loyal,1,9,,21023,4,1986.91,Low,No,13,98,11,0
C0332,31,26-35,Male,West,Standard,Loyal,0,6,2632.32,33739,1,10223.76,Medium,Yes,9,54,4,1
C0333,30,26-35,Female,West,Standard,Regular,15,2,3558.64,55338,0,8959.46,Medium,No,2,64,37,0
C0334,33,26-35,Male,North,Premium,Loyal,16,14,3488.63,93301,1,5114.25,Medium,No,8,76,30,1
C0335,69,51+,Female,East,Basic,New,14,45,3358.61,22702,2,2416.59,Low,No,2,94,15,0
C0336,62,51+,Female,East,Premium,Regular,1,43,3343.07,71236,1,11233.47,Low,Yes,2,95,39,1
C0337,64,51+,Female,South,Standard,New,3,36,3497.79,37962,1,3851.11,Low,Yes,2,93,4,1
C0338,53,51+,Male,West,Basic,Loyal,1,28,1921.76,18167,0,1326.92,Medium,Yes,8,52,3,1
C0339,44,36-50,Male,North,Standard,Loyal,10,19,1848.24,59447,0,7598.29,Low,Yes,8,58,37,1
C0340,72,51+,Male,West,Standard,Regular,8,49,1812.43,46893,3,,Low,Yes,2,47,34,0
C0341,37,36-50,Male,West,Premium,Loyal,5,19,3255.73,71011,0,8468.48,Medium,Yes,9,66,39,1
C0342,27,26-35,Female,West,Basic,Regular,10,4,3194.52,12515,0,1822.86,Medium,Yes,5,94,23,1
C0343,45,36-50,Female,North,Premium,Regular,11,27,1125.21,95929,1,23640.94,Medium,Yes,5,62,2,0
C0344,38,36-50,Male,West,Basic,Regular,15,19,3643.59,14710,1,1437.03,Low,No,5,89,34,1
C0345,29,26-35,Female,West,Standard,Loyal,1,8,1677.99,25686,1,11248.73,Medium,No,9,70,28,0
C0346,41,36-50,Female,East,Premium,Regular,16,21,1795.57,93401,1,57924.67,High,Yes,3,79,45,1
C0347,41,36-50,Female,South,Premium,Loyal,14,17,,59299,1,20031.54,Medium,Yes,13,80,24,1
C0348,58,51+,Male,West,Standard,New,8,34,1607.89,59831,0,7798.52,Low,No,2,85,28,1
C0349,68,51+,Female,East,Basic,Regular,5,48,3216.7,27550,1,2438.42,Low,Yes,2,71,20,1
C0350,48,36-50,Male,West,Basic,Loyal,6,21,996.84,25865,0,4095.4,Low,Yes,13,67,37,1
C0351,20,18-25,Female,North,Standard,New,8,2,2581.03,41845,2,17818.26,Medium,Yes,0,88,19,0
C0352,46,36-50,Female,East,Premium,Regular,10,18,2139.07,63696,0,8307.35,Medium,No,5,71,3,0
C0353,26,26-35,Male,North,Standard,Loyal,17,7,1882.59,26328,1,3851.43,Low,No,8,49,41,0
C0354,60,51+,Female,North,Premium,New,10,32,3494.93,99181,4,6095.85,Medium,Yes,0,74,23,0
C0355,65,51+,Female,West,Basic,Loyal,15,42,1194.59,15988,1,12136.5,High,Yes,8,82,8,0
C0356,62,51+,Female,South,Basic,Loyal,18,34,2788.34,18200,0,4601.77,Medium,Yes,11,53,2,0
C0357,66,51+,Female,East,Premium,Regular,4,39,1975.57,87848,0,27435.34,Medium,Yes,5,60,8,0
C0358,26,26-35,Male,South,Premium,Regular,4,5,2521.24,70340,0,7765.66,Low,No,5,,7,1
C0359,31,26-35,Male,West,Standard,Regular,18,10,3596.53,43585,1,31774.1,High,No,2,97,42,0
C0360,23,18-25,Male,North,Basic,New,15,0,1560.34,18814,1,1830.72,Low,No,1,64,29,0
C0361,43,36-50,Female,North,Premium,Regular,3,16,2308.88,84928,0,15541.27,Medium,Yes,3,47,14,1
C0362,65,51+,Male,West,Basic,Loyal,6,45,993.44,24760,0,1830.27,Low,No,12,72,45,0
C0363,68,51+,Female,South,Standard,Regular,0,50,1868.19,27343,1,4049.13,Low,No,4,92,5,0
C0364,19,18-25,Male,East,Standard,New,8,0,2891.27,33011,0,9915.86,Medium,Yes,1,83,38,1
C0365,66,51+,Female,South,Standard,New,14,39,2870.14,38727,1,4894.29,Low,Yes,0,76,10,0
C0366,21,18-25,Male,South,Standard,Loyal,3,0,1393.53,39474,0,5543.83,Low,Yes,9,49,28,1
C0367,40,36-50,Male,North,Standard,Regular,9,15,2520.25,59846,3,3431.22,Low,No,2,51,10,0
C0368,60,51+,Male,West,Basic,Regular,2,34,3731.62,23211,4,2089.14,Low,Yes,4,88,9,1
C0369,27,26-35,Male,East,Basic,New,3,0,2954.61,26085,0,10738.02,Medium,Yes,1,59,8,1
C0370,34,26-35,Female,North,Standard,Loyal,8,13,3191.79,30883,2,4536.43,Medium,Yes,9,64,10,1
C0371,67,51+,Female,West,Premium,Regular,1,46,967.46,63883,2,20396.53,Medium,No,2,65,45,0
C0372,65,51+,Female,North,Standard,Regular,15,45,2411.48,40329,0,20951.33,High,Yes,3,81,25,1
C0373,21,18-25,Female,East,Standard,New,2,0,2362.66,32905,1,5374.4,Low,No,1,61,23,0
C0374,54,51+,Female,West,Standard,Regular,17,36,1342.61,42359,0,19871.53,High,Yes,5,86,5,1
C0375,45,36-50,Female,South,Basic,New,11,27,3505.15,22347,0,4798.57,Medium,No,2,100,33,1
C0376,27,26-35,Male,North,Standard,New,5,4,2334.21,27212,1,3205.71,Low,Yes,0,72,10,0
C0377,54,51+,Male,East,Standard,Regular,16,36,3299.96,35194,2,4134.23,Low,No,6,58,32,0
C0378,42,36-50,Female,South,Basic,Regular,3,14,1550.77,27232,0,3428.81,Low,No,6,45,2,0
C0379,24,18-25,Male,South,Standard,New,7,3,3110.95,47852,1,3305.27,Low,No,0,86,6,0
C0380,47,36-50,Male,South,Premium,New,11,22,,67274,0,24868.08,High,No,2,61,3,1
